idPNMain,PNG,Name,RAJ2000,DECJ2000,MajDiam,MinDiam
2914,327.4-02.5,"MPA J1602-5603b",16:02:56.4,-56:03:00.61,15.0,13.0
2915,327.5-02.2,"MPA J1602-5543",16:02:11.18,-55:43:30.6,32.0,32.0
2916,328.0+01.8,"PHR J1547-5214",15:47:09.80,-52:14:43.0,106.0,94.0
2917,328.1-01.9,"MPA J1603-5505",16:03:55.8,-55:05:20.44,90.0,90.0
2918,328.2-03.9,"BMP J1613-5633",16:13:51.6,-56:33:15.80,11.0,9.0
2919,328.3+00.7,"PHR J1552-5254",15:52:56.8,-52:54:12.10,31.0,26.0
2925,329.4-03.5,"PHR J1618-5524",16:18:25.35,-55:24:13.7,92.0,
2927,329.6-02.7,"PHR J1615-5437",16:15:20.3,-54:37:23.99,21.0,14.0
2928,329.7+06.9,"PHR J1536-4711",15:36:03.7,-47:11:33.11,27.5,22.0
2929,329.7+01.4,"PHR J1557-5128",15:57:07.4,-51:28:01.02,59.0,52.0
2930,329.8-02.8,"PHR J1616-5437",16:16:28.4,-54:37:58.15,20.0,19.0
2932,329.8-03.0,"PHR J1617-5445",16:17:19.8,-54:45:12.06,15.0,12.0
2933,329.9+03.7,"BMP J1548-4936",15:48:52.1,-49:36:47.84,11.0,11.0
2934,330.1+02.6,"MPA J1554-5022",15:54:08.9,-50:22:39.14,11.0,11.0
2935,330.2+04.2,"PHR J1548-4903",15:48:26.45,-49:03:32.4,18.0,18.0
2937,330.4+02.5,"PHR J1555-5014",15:55:56.6,-50:14:08.23,22.2,20.0
2939,330.7-02.0,"Wray 17-75",16:16:54.2,-53:24:40.03,18.0,15.0
2940,330.8-01.4,"PHR J1615-5254",16:15:21.8,-52:54:13.10,13.0,12.0
2941,331.2+00.0,"PHR J1610-5130",16:10:21.1,-51:30:54.07,14.8,
2942,331.3+01.6,"PHR J1603-5016",16:03:53.7,-50:16:51.89,17.0,13.0
2944,332.0+04.2,"PHR J1556-4753",15:56:36.2,-47:53:40.85,17.0,13.0
2945,332.0-04.3,"PHR J1634-5405",16:34:20.5,-54:05:03.95,24.0,21.0
2947,332.1-05.8,"PHR J1642-5501",16:42:55.8,-55:01:51.85,46.0,46.0
2949,332.3-00.9,"PHR J1619-5131",16:19:57.5,-51:31:47.10,11.0,11.0
2950,332.4-01.4,"BMP J1622-5144",16:22:34.0,-51:44:55.90,52.0,33.0
2951,332.5-02.2,"PHR J1626-5216",16:26:24.2,-52:16:57.79,98.0,80.0
2953,333.0+05.0,"PHR J1558-4637",15:58:14.6,-46:37:42.02,26.0,25.0
2954,333.2-00.6,"PHR J1622-5038",16:22:40.6,-50:38:41.93,21.0,19.0
2955,333.4-04.3,"PHR J1641-5302",16:41:04.38,-53:02:24.7,20.5,20.5
2956,333.7-05.9,"PHR J1650-5350",16:50:11.7,-53:50:22.88,24.0,22.0
2957,333.7+03.2,"MPA J1608-4729",16:08:12.6,-47:29:47.47,12.0,11.0
2960,334.0+00.7,"PHR J1619-4907",16:19:50.1,-49:06:51.91,48.0,47.0
2961,334.0+02.4,"BMP J1612-4750",16:12:40.6,-47:50:14.17,14.0,11.0
2962,334.2-06.2,"PHR J1654-5338",16:54:25.0,-53:38:44.02,28.0,27.0
2964,334.3-13.4,"PHR J1736-5736",17:36:33.62,-57:36:23.6,47.0,
2965,334.3+04.2,"PHR J1607-4619",16:07:05.3,-46:19:55.96,14.0,13.0
2966,334.4+02.3,"BMP J1614-4742",16:14:52.3,-47:42:11.12,12.0,11.0
2967,334.6-06.7,"MPA J1658-5341",16:58:17.0,-53:41:44.81,11.0,10.0
2970,334.9-12.8,"PHR J1734-5649",17:34:59.1,-56:49:24.06,36.0,36.0
2971,335.4-01.9,"PHR J1637-4957",16:37:44.9,-49:57:49.93,23.0,16.0
2976,336.5-05.8,"MPA J1700-5136",17:00:58.7,-51:36:42.55,18.0,9.0
2977,336.5+05.5,"MPA J1611-4356",16:11:12.9,-43:56:21.88,17.0,17.0
2979,337.1-05.2,"PHR J1700-5047",17:00:37.8,-50:47:24.00,21.0,13.0
2981,337.3+00.6,"PHR J1633-4650",16:33:58.0,-46:50:07.04,13.9,
2985,337.6+00.7,"PHR J1634-4628",16:34:51.2,-46:28:28.13,22.0,17.0
2987,337.8-04.1,"PHR J1657-4933",16:57:59.40,-49:33:33.8,64.0,
2989,337.9+01.4,"PHR J1632-4549",16:32:57.0,-45:49:35.15,62.0,36.0
2990,338.0+02.4,"PHR J1629-4505",16:29:05.0,-45:05:45.10,67.0,69.0
2991,338.1-04.8,"PHR J1702-4943",17:02:42.0,-49:43:20.89,47.0,46.0
2994,338.6+01.1,"BMP J1636-4529",16:36:58.7,-45:29:29.11,11.0,9.0
2996,338.8+07.8,"PHR J1611-4038",16:11:30.7,-40:38:33.97,44.2,
2997,338.9+04.6,"PHR J1624-4252",16:24:00.7,-42:52:48.00,47.0,34.0
2998,339.1+00.9,"PHR J1639-4516",16:39:22.3,-45:16:35.08,38.0,25.0
2999,339.1+03.0,"MPA J1631-4354",16:31:07.1,-43:54:30.64,11.0,11.0
3000,339.2+03.9,"PHR J1627-4309",16:27:41.2,-43:09:03.06,13.0,13.0
3001,339.4-03.7,"PHR J1701-4803",17:01:49.2,-48:03:50.18,38.0,36.0
3002,339.4-09.5,"PHR J1721-5122",17:31:18.83,-51:22:00.1,30.0,25.0
3003,339.4-06.5,"PHR J1715-4939",17:15:26.2,-49:39:27.68,38.0,0.0
3005,340.0+02.9,"PM 1-112",16:34:43.1,-43:18:00.07,18.0,15.0
3009,340.4-07.6,"PHR J1724-4930",17:24:34.7,-49:30:52.88,44.0,22.0
3010,340.4+03.8,"MPA J1632-4220",16:32:31.5,-42:20:57.52,16.0,13.0
3011,340.8+00.8,"PHR J1646-4402",16:46:27.6,-44:02:25.01,71.0,72.0
3012,340.9+03.7,"MeWe 2-5",16:34:49.7,-42:03:43.06,33.0,23.0
3013,341.5-01.1,"MPA J1657-4447",16:57:13.58,-44:47:23.0,65.0,
3016,342.0-01.7,"PHR J1702-4443",17:02:04.3,-44:43:20.06,90.0,63.0
3018,342.5-05.4,"PHR J1720-4628",17:20:35.3,-46:33:17.96,34.0,23.0
3019,342.7-02.3,"MPA J1706-4434",17:06:49.3,-44:34:34.64,16.0,11.0
3021,343.3+05.9,"PHR J1634-3848",16:34:54.0,-38:48:30.89,18.0,18.0
3022,343.3-07.5,"BMP J1733-4657",17:33:27.8,-46:57:57.82,14.0,14.0
3023,343.5+01.2,"PHR J1653-4143",16:53:55.3,-41:43:59.81,15.0,11.0
3024,343.6+01.1,"PHR J1654-4143",16:54:51.0,-41:43:49.91,65.0,31.0
3025,343.6+03.7a,"MPA J1644-4002",16:44:20.47,-40:02:13.2,60.0,46.0
3026,343.9-01.6,"PHR J1707-4309",17:07:57.0,-43:09:04.93,16.0,10.0
3028,344.4+01.8,"MPA J1654-4041",16:54:43.2,-40:41:46.64,15.0,9.0
3030,344.6-04.5,"MPA J1723-4419",17:23:06.1,-44:19:16.36,16.0,16.0
3037,345.8+02.7,"PHR J1655-3900",16:55:51.9,-39:00:20.95,12.0,8.0
3038,345.9+03.0a,"MPA J1654-3845",16:54:32.6,-38:45:03.35,20.0,19.0
3039,345.9-08.0,"PHR J1743-4504",17:43:46.5,-45:04:53.26,27.0,14.0
3041,346.2-02.6,"PHR J1719-4153",17:19:31.3,-41:53:09.10,28.0,28.0
3042,346.4+09.3,"PHR J1632-3415",16:32:44.7,-34:15:43.0,35.0,21.0
3043,346.5+05.6,"PHR J1646-3637",16:46:21.7,-36:37:18.12,13.0,9.0
3045,346.5+13.5,"PHR J1618-3119",16:18:30.2,-31:19:51.92,14.0,11.0
3047,346.9-08.9,"PHR J1750-4438",17:50:45.7,-44:38:21.98,22.0,20.0
3048,347.0+12.9,"BMP J1621-3121",16:21:37.9,-31:21:29.05,38.0,27.0
3049,347.0+00.3,"PHR J1709-3931",17:09:10.1,-39:31:06.5,51.0,13.0
3050,347.2-00.8,"PHR J1714-4006",17:14:49.3,-40:06:08.96,20.0,11.0
3051,347.3+05.0,"PHR J1651-3621",16:51:26.79,-36:21:36.2,33.0,20.0
3053,347.4+01.8,"PHR J1704-3819",17:04:16.96,-38:19:57.4,26.5,19.5
3057,348.0-00.3,"MPA J1715-3903",17:15:16.1,-39:03:48.24,78.0,72.0
3058,348.3-03.6,"MPA J1729-4043",17:29:57.6,-40:43:46.85,70.0,48.0
3060,348.4+04.9,"MPA J1655-3535",16:55:22.1,-35:35:23.89,11.0,9.0
3062,348.7+01.3,"PHR J1710-3732",17:10:12.3,-37:32:51.07,70.0,64.0
3065,349.3+07.4,"PHR J1648-3318",16:48:45.2,-33:18:56.4,13.0,12.0
3068,349.6+03.1,"PHR J1706-3544",17:06:01.9,-35:44:37.03,54.0,52.0
3072,350.1-04.8,"PHR J1740-3949",17:40:24.56,-39:49:49.6,47.5,
3074,350.4+02.0,"RPZM 5",17:12:34.0,-35:43:20.06,17.0,6.0
3078,350.9-03.7,"PHR J1738-3839",17:38:00.5,-38:39:13.93,25.0,21.0
3079,350.9-02.9,"Wray 16-287",17:34:20.0,-38:09:05.94,83.0,45.0
3082,351.0+05.8,"PHR J1659-3258",16:59:25.8,-32:58:33.85,53.0,47.0
3083,351.1+03.1,"PPA J1710-3434",17:10:19.81,-34:34:34.8,15.0,13.0
3085,351.1-03.9,"PHR J1739-3829",17:39:17.2,-38:29:43.98,54.0,38.0
3086,351.2-03.0,"PHR J1735-3759",17:35:29.0,-37:59:26.16,15.0,11.0
3087,351.2+04.5,"PHR J1704-3337",17:04:45.6,-33:37:48,70.0,49.0
3090,351.9+03.9,"PHR J1709-3327",17:09:21.8,-33:27:47.16,21.0,20.0
3092,352.0+05.7,"PHR J1702-3219",17:02:43.1,-32:19:09.19,51.0,48.0
3093,352.1-02.6,"PHR J1736-3659",17:36:17.3,-36:59:46.86,18.0,14.0
3095,352.2+02.4,"PHR J1715-3406",17:15:58.0,-34:06:43.02,17.0,11.0
3096,352.2-04.3,"PHR J1743-3749",17:43:49.0,-37:49:49.15,37.0,34.0
3098,352.2-05.1,"PHR J1747-3811",17:47:39.9,-38:11:42.83,19.0,
3106,352.8-00.5,"MPA J1729-3513",17:29:37.5,-35:13:45.80,18.0,9.0
3107,352.8-04.6,"PPA J1746-3725",17:46:59.7,-37:25:35.94,16.0,13.0
3108,353.0-04.4,"PHR J1746-3713",17:46:24.35,-37:13:08.6,11.0,11.0
3110,353.2+04.2,"PHR J1711-3210",17:11:54.8,-32:10:29.17,15.0,12.0
3111,353.3-02.9,"PHR J1740-3607",17:40:50.2,-36:07:46.56,14.0,11.0
3118,353.7+06.1,"PHR J1705-3039",17:05:59.8,-30:39:50.76,19.0,15.0
3120,353.8-03.7,"PHR J1745-3609",17:45:31.2,-36:09:57.24,42.0,22.0
3122,353.9-05.8,"PHR J1754-3708",17:54:46.6,-37:08:48.12,25.0,21.0
3123,353.9+03.6,"PHR J1715-3159",17:15:48.3,-31:59:21.91,14.0,13.0
3124,353.9+02.0,"PHR J1722-3251",17:22:12.8,-32:51:15,36.0,23.0
3128,354.0-00.8,"PHR J1734-3426",17:34:13.7,-34:25:59.95,33.0,17.0
3129,354.0+04.7,"PHR J1712-3114",17:12:10.1,-31:14:39.95,47.0,45.0
3131,354.3-07.5,"PHR J1803-3738",18:03:27.2,-37:38:52.01,47.0,35.0
3132,354.3+00.5,"PHR J1729-3321",17:29:14.54,-33:21:38.2,34.0,20.0
3134,354.4+02.2,"PPA J1723-3223",17:23:04.2,-32:23:10.10,11.0,8.0
3135,354.5+04.8,"PHR J1712-3049",17:12:53.9,-30:49:52.18,30.0,22.0
3137,354.5-02.0,"PPA J1740-3438",17:40:08.8,-34:38:15.07,12.0,10.0
3138,354.5-03.9,"Sab 41",17:48:16.3,-35:38:30.98,77.0,42.0
3142,354.6-04.5,"PPA J1750-3548",17:50:56.1,-35:48:49.07,25.0,19.0
3143,354.7-03.9,"MPA J1748-3530",17:48:48.6,-35:30:29.92,14.0,14.0
3147,354.8+05.1,"PHR J1712-3021",17:12:39.05,-30:21:38.8,16.0,10.0
3148,354.8-00.5,"PHR J1735-3333",17:35:02.7,-33:33:27.90,42.0,37.0
3149,354.8+01.6,"PHR J1726-3221",17:26:25.8,-32:21:50.08,45.0,45.0
3151,354.9+03.3,"PHR J1719-3121",17:19:37.0,-31:21:09.7,14.0,11.0
3153,354.9-04.4,"PHR J1751-3531",17:51:23.0,-35:31:20.28,15.0,9.0
3156,355.0+05.8,"PHR J1710-2946",17:10:47.8,-29:46:37.92,32.4,
3157,355.1+03.7,"PHR J1718-3055",17:18:46.7,-30:55:29.10,20.0,18.0
3159,355.2-05.0,"PHR J1754-3533",17:54:30.2,-35:33:12.24,26.0,26.0
3160,355.3+05.2,"PHR J1713-2957",17:13:35.1,-29:57:39.2,36.0,35.0
3162,355.3-03.2,"PPA J1747-3435",17:47:08.32,-34:35:43.0,19.5,15.4
3163,355.3-04.1,"PHR J1750-3500",17:50:56.9,-35:00:46.08,19.0,17.0
3164,355.3+03.8,"MPA J1719-3043",17:19:20.07,-30:43:40.3,65.0,65.0
3165,355.4-05.7,"MPA J1757-3547",17:57:59.5,-35:47:57.91,39.0,36.0
3166,355.4-03.1,"PPA J1746-3428",17:46:51.6,-34:28:04.44,26.0,21.5
3167,355.4-02.6,"PHR J1745-3413",17:45:03.70,-34:13:28.2,12.0,12.0
3168,355.4+03.6,"PHR J1719-3044",17:19:54.8,-30:44:58.06,20.0,14.0
3169,355.5-04.8,"PHR J1754-3515",17:54:17.4,-35:15:39.06,19.5,18.7
3170,355.5-06.3,"BMP J1800-3600",18:00:48.1,-36:00:32.11,27.0,24.0
3172,355.5+04.7,"PHR J1716-3002",17:16:04.1,-30:02:16.19,15.0,14.5
3173,355.5+03.6,"PHR J1720-3041",17:20:30.38,-30:41:47.4,25.0,22.0
3174,355.5-03.7,"PHR J1749-3438",17:49:58.9,-34:38:37.97,14.0,14.0
3177,355.6-02.3,"PHR J1744-3355",17:44:27.9,-33:55:19.99,57.0,35.0
3178,355.6+03.6,"PHR J1720-3038",17:20:43.09,-30:38:36.2,12.8,
3179,355.6+04.1,"PHR J1718-3019",17:18:37.2,-30:19:25.03,41.0,34.0
3182,355.8+04.5,"PHR J1717-2954",17:17:44.0,-29:54:29.84,12.2,11.2
3184,355.9-04.4,"PHR J1753-3443",17:53:39.76,-34:43:40.2,47.0,
3187,355.9+04.1,"PHR J1719-3003",17:19:47.17,-30:03:56.1,22.0,20.0
3188,355.9+06.1,"Terz N 7",17:11:59.45,-28:51:34.2,16.0,16.0
3191,356.0-04.2,"PHR J1753-3428",17:53:04.9,-34:28:39.18,15.0,11.0
3197,356.2+05.1,"PHR J1716-2916",17:16:41.75,-29:16:21.0,26.0,24.0
3198,356.2-03.2,"PHR J1749-3347",17:49:23.8,-33:47:41.06,13.0,10.0
3199,356.2-08.9,"PHR J1814-3635",18:14:13.6,-36:35:34.87,25.0,23.5
3201,356.2+05.3,"PHR J1715-2905",17:15:46.1,-29:05:04.16,22.0,20.0
3202,356.3-02.6,"MPA J1747-3326",17:47:27.5,-33:26:38.65,16.0,11.0
3203,356.4+04.8,"PHR J1718-2914",17:18:12.2,-29:14:58.06,22.0,21.0
3204,356.4+04.3,"PHR J1720-2931",17:20:14.0,-29:31:28.88,19.0,18.0
3206,356.5+02.2,"Sab 49",17:28:07.7,-30:38:18.13,17.0,15.0
3208,356.5-04.1,"PPA J1754-3358",17:54:02.9,-33:58:51.5,15.0,13.0
3209,356.6+02.3,"PHR J1728-3032",17:28:14.2,-30:32:14.03,12.0,8.0
3210,356.6-04.7,"PHR J1756-3414",17:56:48.2,-34:14:31.99,20.1,18.7
3211,356.6+07.5,"K 6-20",17:08:44.9,-27:31:01.96,13.0,12.0
3212,356.6-01.9,"Terz N 23",17:45:09.8,-32:46:16.86,45.0,34.0
3214,356.8+05.1,"PHR J1717-2845",17:17:48.7,-28:45:57.10,46.0,32.0
3215,356.8-03.6,"PHR J1752-3330",17:52:29.22,-33:30:04.3,26.0,22.0
3218,357.0-04.4,"PHR J1756-3342",17:56:39.5,-33:42:31.07,21.6,20.9
3220,357.1-05.3,"BMP J1800-3407",18:00:26.5,-34:07:49.01,44.0,23.0
3221,357.2+07.2,"Terz N 5",17:11:14.8,-27:11:31.02,18.0,17.0
3222,357.3+04.1,"PHR J1723-2856",17:23:08.2,-28:56:23.10,20.0,19.0
3223,357.3+01.3,"PHR J1733-3029",17:33:58.30,-30:29:45.1,17.4,17.1
3224,357.3+05.7,"PHR J1717-2759",17:17:01.6,-27:59:29.3,20.0,12.0
3230,357.5+02.0,"PPA J1731-2955",17:31:34.5,-29:55:36.8,19.0,12.4
3231,357.5+04.5,"PPA J1722-2831",17:22:10.5,-28:31:34.00,12.0,8.0
3235,357.6-03.0,"PHR J1752-3233",17:52:11.8,-32:33:07.55,11.0,6.0
3236,357.6-06.5,"PHR J1806-3416",18:06:47.3,-34:16:04.08,20.0,17.5
3237,357.6-03.0a,"PHR J1752-3230",17:52:16.0,-32:30:06.84,11.0,10.0
3240,357.8-04.4,"WRAY 17-104",17:58:25.9,-33:05:01.6,21.0,15.0
3241,357.8+01.6,"PPA J1734-2954",17:34:01.7,-29:54:35.14,15.0,
3243,357.8-03.3,"PHR J1753-3228",17:53:55.71,-32:28:48.4,33.0,31.0
3244,357.8+02.3,"PHR J1731-2927",17:31:21.84,-29:27:51.8,12.0,12.0
3246,358.0+01.6,"PHR J1734-2944",17:34:29.0,-29:44:28.97,14.0,13.0
3249,358.3+05.5,"PHR J1720-2719",17:20:30.8,-27:19:39.86,39.0,33.0
3250,358.4+02.7,"PHR J1731-2850",17:31:14.3,-28:50:36.89,24.0,12.0
3251,358.4-05.5,"PHR J1804-3306",18:04:15.0,-33:06:29.88,22.0,18.5
3253,358.4-02.3,"MPA J1751-3128",17:51:18.5,-31:28:04.04,11.7,
3254,358.6-03.6,"PHR J1756-3157",17:56:43.7,-31:57:32.94,49.0,48.0
3257,358.8+03.4,"MPA J1729-2804",17:29:26.8,-28:04:35.83,14.0,14.0
3258,358.8-07.6,"PHR J1814-3340",18:14:02.9,-33:40:50.88,41.6,
3259,358.8+03.8,"PHR J1727-2747",17:27:59.5,-27:47:55.07,14.0,14.0
3261,358.9-02.1,"PHR J1751-3059",17:51:38.8,-30:59:53.92,15.0,12.0
3262,358.9-03.6,"PPA J1757-3144",17:57:48.6,-31:44:04.88,13.8,6.3
3263,358.9+04.7,"PHR J1724-2716",17:24:54.59,-27:16:22.6,24.0,21.0
3264,359.0-04.9,"PHR J1803-3218",18:03:17.1,-32:18:25.0,24.0,15.0
3265,359.0+03.7,"PHR J1728-2743",17:28:44.0,-27:43:38.93,17.0,16.0
3266,359.0+03.0,"MPA J1731-2805",17:31:43.3,-28:05:59.17,20.0,20.0
3267,359.1+02.9,"MPA J1732-2806",17:32:17.5,-28:06:34.13,18.0,10.0
3268,359.2-03.1,"PHR J1756-3112",17:56:28.8,-31:12:38.52,14.0,10.0
3269,359.2-02.4,"PHR J1753-3051",17:53:39.71,-30:51:24.4,12.5,9.0
3270,359.3+01.4a,"JaSt 7",17:38:26.3,-28:47:03.3,10.5,9.5
3271,359.3-02.8,"MPA J1755-3058",17:55:13.1,-30:58:13.04,34.0,16.0
3272,359.3-02.3,"PHR J1753-3038",17:53:16.3,-30:38:40.02,17.0,10.0
3273,359.4-05.6,"BMP J1807-3215",18:07:07.0,-32:15:21.96,22.0,19.0
3276,359.4-03.3,"PHR J1757-3106",17:57:51.7,-31:06:10.94,13.0,12.5
3277,359.5-03.7,"MPA J1759-3116",17:59:25.5,-31:16:53.90,22.0,22.0
3278,359.5+03.5,"MPA J1730-2726",17:30:48.0,-27:26:30.12,16.0,16.0
3279,359.5-01.8,"JaSt 2-7",17:51:43.9,-30:12:42.48,41.0,39.0
3281,359.7+06.0,"BMP J1721-2554",17:21:58.1,-25:54:24.08,14.0,12.0
3282,359.7-02.2,"PPA J1753-3021",17:53:59.4,-30:21:49.03,20.0,19.0
3283,359.7-04.4a,"PPA J1802-3124",18:02:30.3,-31:24:17.17,17.0,12.0
3288,359.7-05.0,"PHR J1805-3140",18:05:30.2,-31:40:16.14,16.0,12.0
3289,359.8+03.5,"PHR J1731-2709",17:31:47.8,-27:09:18.86,15.0,13.0
3291,359.9-02.6,"PHR J1756-3019",17:56:06.59,-30:19:34.9,12.0,10.5
3292,359.9-01.8,"MPA J1752-2953",17:52:49.2,-29:53:01.03,21.5,
4104,002.5-05.4,"KFL 14",18:13:00.7,-29:25:10.56,23.1,
4107,006.0+03.1,"M 1-28",17:47:38.3,-22:06:19.62,87.0,
4109,006.8+04.1,"M 3-15",17:45:31.7,-20:58:01.78,11.2,
4114,013.7-10.6,"Y-C 2-32",18:55:30.7,-21:49:39.65,11.1,
4116,014.7-11.8,"SaWe 4",19:02:17.62,-21:26:51.3,48.0,43.0
4121,084.0+09.5,"K 3-73",20:04:00.1,49:19:06.60,16.0,
4123,119.4+06.5,"Abell 1",00:12:55.0,69:10:23.99,47.0,47.0
4126,160.5-00.5,"We 1-2",04:46:43.04,44:28:01.6,104.0,99.0
4127,233.0-10.1,"SaWe 1",06:50:40.71,-22:26:11.2,27.8,
4130,283.9-01.8,"Hf 4",10:15:35.1,-58:51:10.37,29.1,21.0
4131,288.4+00.3,"Hf 38",10:54:35.0,-59:09:46.44,35.0,27.0
4133,299.5+02.4,"Hen 2-82",12:23:53.6,-60:13:13.4,31.8,25.4
4135,310.7-02.9,"Hen 2-103",14:05:36.7,-64:41:02.04,22.1,20.9
4136,329.5-02.2,"HeFa 1",16:12:33.9,-54:23:39.66,22.0,22.0
4137,333.4-04.0,"HaTr 3",16:39:37.50,-52:49:12.7,42.0,
4139,357.1+04.4,"Terz N 18",17:21:38.0,-28:55:14.34,10.9,9.1
4140,357.9-05.1,"M 1-34",18:01:22.2,-33:17:43.08,29.0,
4148,349.9+02.6,"WRAY 15-1624",17:08:34.2,-35:48:06.12,14.1,
4161,001.9+08.2,"PM 1-139",17:19:26.2,-22:48:11.52,11.0,
4163,000.2+06.1,"Terz N 67",17:22:53.4,-25:24:59.51,16.0,12.0
4172,358.6+01.7,"JaSt 4",17:35:37.5,-29:13:17.65,10.6,9.5
4173,004.4+05.3,"K 6-27",17:35:53.67,-22:20:02.2,12.0,
4174,356.2-00.3,"Th 3-34",17:37:44.9,-32:15:29.88,44.0,
4177,359.9+01.7,"JaSt 2-2",17:38:44.4,-28:06:42.48,12.0,
4179,359.3+01.3,"JaSt 12",17:38:58.83,-28:46:41.37,11.5,
4181,000.3+01.7,"JaSt 21",17:39:52.1,-27:44:20.40,21.0,
4190,001.0+01.4,"JaSt 2-4",17:42:28.1,-27:13:32.16,32.2,
4194,001.2+01.3,"JaSt 45",17:43:23.3,-27:11:11.04,33.0,
4196,001.5+01.4,"JaSt 2-5",17:43:48.50,-26:53:27.0,26.0,
4203,356.4-02.5,"K 6-12",17:47:17.8,-33:15:39.24,13.7,11.2
4204,004.3+02.1,"K 5-17",17:47:31.9,-24:13:06.96,13.0,13.0
4211,004.2+01.5,"K 6-29",17:49:39.7,-24:32:13.70,10.4,
4217,000.4-01.3,"JaSt 2-8",17:52:03.8,-29:16:41.88,31.5,
4222,000.9-01.2,"JaSt 84",17:52:45.6,-28:48:38.88,13.8,3.6
4224,001.0-01.2,"JaSt 87",17:53:00.0,-28:44:05.64,15.0,
4227,000.7-01.5,"JaSt 2-11",17:53:26.99,-29:08:16.2,11.5,
4228,001.5-01.0,"JaSt 2-12",17:53:27.6,-28:11:48.48,22.0,
4229,000.9-01.4,"JaSt 2-13",17:53:35.8,-28:52:24.24,19.0,
4232,001.2-01.4,"JaSt 2-15",17:54:23.5,-28:34:50.16,19.0,
4233,358.7-03.0,"K 6-34",17:54:41.16,-31:31:44.2,19.5,
4238,000.0-02.5,"K 6-36",17:55:52.9,-30:15:41.22,12.1,
4239,001.8-01.5,"JaSt 2-18",17:55:54.5,-28:05:49.20,18.0,
4244,014.0+04.8,"PTB 19",17:58:26.0,-14:25:23.16,20.0,17.0
4245,349.7-09.1,"SB 32",17:59:26.71,-42:24:49.4,13.5,
4250,000.6-04.5,"PN PM 1-206",18:05:12.5,-30:42:13.32,21.5,
4252,000.5-05.3,"SB 2",18:08:35.0,-31:06:51.84,23.0,23.0
4253,011.7+00.2,"IRAS 18073-1839",18:10:19.7,-18:39:10.08,14.3,
4254,358.3-07.3,"SB 52",18:11:39.9,-34:00:22.00,15.6,13.8
4255,000.7-06.1,"SB 3",18:12:14.56,-31:20:00.5,77.4,55.2
4258,007.4-03.0,"PTB 11",18:13:40.2,-23:57:39.02,10.9,
4259,004.2-05.2,"SB 8",18:15:50.4,-27:48:57.24,68.6,
4261,007.8-03.8,"Sa 3-128",18:17:47.5,-24:02:38.76,10.7,
4262,004.7-05.5,"SB 10",18:18:08.9,-27:31:56.28,70.8,63.0
4267,011.8-05.0,"PTB 34",18:30:07.9,-21:05:05.28,12.9,
4271,014.5-07.3,"PN PM 1-254",18:44:29.3,-19:42:45.00,51.6,
4286,359.5-01.4,"JaSt 72",17:50:29.0,-30:03:34.56,22.0,
4287,001.0-01.5,MPA1754-2847,17:54:09.4,-28:47:22.92,15.7,11.1
4289,000.0-02.9,"MPA J1757-3021",17:57:14.4,-30:21:53.28,38.0,0.0
4290,002.5-01.5,"FrBc 2",17:57:35.5,-27:35:31.92,16.0,
4291,001.6-02.2,"MPA 1758-2841",17:58:14.9,-28:41:30.12,70.0,0.0
4294,001.1-02.6,MPA1758-2915,17:58:51.6,-29:15:59.04,24.4,22.9
4295,002.9-01.8,MPA1759-2719,17:59:55.4,-27:19:17.04,20.0,0.0
4296,000.2-03.4a,"MPA 1800-3026",18:00:00.0,-30:26:08.16,48.0,
4297,002.6-02.5,"TYC 6850-2332-1",18:01:50.2,-27:55:26.04,15.0,0.0
4298,002.5-02.6,"MPA 1802-2803",18:02:04.6,-28:03:38.88,42.8,41.9
4299,002.6-02.8a,"MPA J1802-2807",18:02:53.5,-28:07:55.92,33.0,
4301,001.6-03.7,"MPA J1804-2926",18:04:10.48,-29:26:24.65,37.0,0.0
4304,002.9-03.6,MPA1806-2812,18:06:39.4,-28:12:20.88,13.0,
4305,003.0-03.6,MPA1806-2807,18:06:52.8,-28:07:05.16,15.0,0.0
4306,004.5-03.0,MPA1807-2631,18:07:42.7,-26:31:01.92,41.4,40.4
4318,358.6-01.1,"JaSt 58",17:46:52.2,-30:37:42.82,14.0,
4323,066.1+02.0,"KLW 4",19:49:58.8,30:14:53.88,13.7,
4325,070.9+02.4,"KLSS 2-3",19:59:55.8,34:29:04.81,22.8,
4326,002.6+02.1,"Terz N 1580",17:43:39.4,-25:36:42.52,11.7,9.9
4328,140.2+06.0,"KnPa 1",03:35:57.7,63:16:41.88,36.0,17.0
4329,150.0-00.3,"Te 5",04:03:29.52,52:08:26.0,24.9,18.0
4330,147.2+08.3,"Kn 33",04:32:38.1,60:20:12.12,17.0,16.0
4331,165.4-05.2,"Kn 37",04:44:37.76,37:39:15.2,31.0,28.0
4332,149.1+08.7,"Kn 34",04:45:18.65,59:09:24.6,60.0,57.0
4333,154.8+05.9,"Kn 36",04:55:24.5,52:59:15.00,59.0,50.0
4334,189.1-07.6,"Pa 9",05:37:58.0,17:06:18.00,53.0,53.0
4337,198.6-06.7,"Kn 40",06:00:47.2,09:28:40.01,37.0,37.0
4338,188.6+04.4,"HoCr 1",06:21:41.0,23:35:12.84,73.0,59.0
4339,204.8+02.7,"Ri 1",06:46:24.7,08:29:02.00,70.0,62.0
4341,012.4+17.8,"Pa 12",17:09:38.63,-09:00:41.5,17.0,16.0
